DateTime:,20180428_11:42:59

Total Dataset Length,Train Batch Divider,Train Batch Size,Eval Batch Size
20641,60,344,1
Control,Long
win_size,240
stride,60
start_time,1,2,3,4,5,6,7,8,9,10

Time,Epoch #,Epoch Time,Train Accuracy1,Train Cost1,Train Accuracy2,Train Cost2,Train Accuracy3,Train Cost3,Train Accuracy4,Train Cost4,Train Accuracy5,Train Cost5,Train Accuracy6,Train Cost6,Train Accuracy7,Train Cost7,Train Accuracy8,Train Cost8,Train Accuracy9,Train Cost9,Train Accuracy10,Train Cost10
20180428_12:01:06,0,369.94461011886597,0.80804263254006703,37.686862885951996,0.82364340623219812,34.750120580196381,0.81312984824180601,36.291987210512161,0.81356588900089266,36.872062981128693,0.81637596090634668,36.329887866973877,0.80392442444960277,39.003746181726456,0.80557170708974202,38.520018935203552,0.80242248475551603,39.881291806697845,0.7953003972768784,41.522100865840912,0.79171512722969051,41.625738084316254
Test Accuracy :,0.67772610899211039,0.70014107320131669,0.68613825173729037,0.68592925440200636,0.6844662730550185,0.68415277705209254,0.68279429437274675,0.68044307435080198,0.67939808767438215,0.68138356235957986
20180428_14:05:01,10,263.804230928421,0.82388565142949421,34.722949355840683,0.8218023161093394,34.447439759969711,0.82853681246439614,33.571593880653381,0.8266957273085912,33.876958668231964,0.81937984228134153,35.577001214027405,0.81424418687820432,36.582566946744919,0.80813953578472142,37.66255909204483,0.79069768389066064,41.689679086208344,0.78943799436092377,42.257728904485703,0.80087209840615592,40.436786293983459
20180428_14:48:59,20,263.70419907569885,0.82601743141810102,33.712610006332397,0.83120154043038685,32.866934537887573,0.82727712392807007,34.064363658428192,0.82688952485720313,33.936136156320572,0.81356588800748186,36.996607422828674,0.81322673857212069,36.806958645582199,0.81172480285167692,37.346936643123627,0.80925387442111973,38.240597367286682,0.80431202054023743,38.723931759595871,0.80455426375071204,39.329353660345078
20180428_15:32:57,30,263.17503595352173,0.82558138966560368,33.394962042570114,0.83522285918394723,31.737335950136185,0.8286821623643239,33.67834684252739,0.82582363982995355,33.445650786161423,0.82175387342770889,34.932027220726013,0.8218992173671722,35.187892466783524,0.8085755844910939,38.368734270334244,0.81521317660808568,37.099830985069275,0.80537791252136226,39.098392009735107,0.81022287110487623,37.707732856273651
20180428_16:16:58,40,263.7066271305084,0.8350290606419245,32.207789838314056,0.84428293605645499,29.665604442358017,0.84156975944836931,30.789706647396088,0.83880812625090284,31.303819626569748,0.82708332339922586,34.256942480802536,0.82785851061344151,35.034067690372467,0.82398255169391632,34.280208826065063,0.80794574220975235,37.719372630119324,0.81564922134081519,36.287567108869553,0.81201550066471095,37.681379377841949
20180428_17:00:57,50,263.9876139163971,0.83934107522169754,31.46403756737709,0.84437983731428778,30.476348638534546,0.8443798353274663,29.986866503953934,0.84578487376372025,30.168505996465683,0.83507750829060867,32.205985814332962,0.82999030152956643,32.804427593946457,0.82296511034170783,35.618551194667816,0.81695736149946852,36.730496227741241,0.81967053711414339,35.513976514339447,0.81220930119355517,37.601650148630142
20180428_17:44:55,60,262.91511392593384,0.84379843970139823,30.297696560621262,0.84418603777885437,29.820117652416229,0.84743215938409167,29.915332138538361,0.83968022267023723,31.34797990322113,0.83730619152386987,31.404147952795029,0.83473836084206898,32.145019084215164,0.82320735355218255,34.837968736886978,0.82238371570905044,35.176704406738281,0.82010658085346222,35.429897457361221,0.8177810003360112,36.84875363111496
20180428_18:28:54,70,263.2887849807739,0.84743216037750246,29.038148581981659,0.84680231610933943,30.134741932153702,0.84995154142379759,29.08680522441864,0.84147285819053652,30.642430067062378,0.8430716931819916,31.167937725782394,0.83250968058904007,32.887806475162506,0.83158913751443231,33.141367584466934,0.82718021869659419,33.630378723144531,0.82311046123504639,35.421648800373077,0.82562984029452002,34.734997391700745
20180428_19:12:45,80,263.4123749732971,0.85576549569765725,27.780340909957886,0.84999999105930324,29.032585948705673,0.8507267345984777,28.882362753152847,0.84762595891952519,29.252461969852448,0.84820735355218246,29.379136055707932,0.84055231511592865,31.567185550928116,0.82848836282889049,33.689061284065247,0.83376936713854477,33.279076218605042,0.82737402419249217,34.658253848552704,0.82446704705556229,34.392211079597473
